Fa13.BD.MLB.DN 26|AB731631.1.2765 0.152947 790 0.248294
Su13.BD.MLB.DD 90|EU801136.1.1476 0.001271 1476 0.001254
Su13.BD.MLB.DD 372|FJ800541.1.1519 0.001247 1322 0.001374
Su13.BD.MLB.DD 73|FJ612357.1.1459 0.001217 1454 0.001219
Su13.BD.MLB.DD 108|FN668203.1.1499 0.001147 1438 0.001162
Su13.BD.MLB.DD 81|EU592502.1.1203 0.000967 1171 0.001203
Su13.BD.MLB.DD 445|FJ612197.1.1496 0.000924 1490 0.000903
Su13.BD.MLB.DD 0|EU800157.1.1455 0.000893 1266 0.001027
Su13.BD.MLB.DD 377|EU800586.1.1465 0.000884 1289 0.000999
Su13.BD.MLB.DD 586|EU803920.1.1482 0.000882 1479 0.000868
Su13.BD.MLB.DD 102|GU305756.1.1480 0.000862 1479 0.000849
Su13.BD.MLB.DD 393|FN668262.1.1467 0.000769 1467 0.000763
Su13.BD.MLB.DD 16|JN626805.1.1338 0.000763 1338 0.000830
Su13.BD.MLB.DD 714|JX406245.1.1480 0.000722 1459 0.000721
Su13.BD.MLB.DD 194|EU800647.1.1481 0.000720 1443 0.000727
Su13.BD.MLB.DD 153|GQ340251.1.1351 0.000679 1263 0.000783
Su13.BD.MLB.DD 368|GU305758.1.1477 0.000661 1477 0.000652
Su13.BD.MLB.DD 518|AY919827.1.1701 0.000651 1678 0.000565
Su13.BD.MLB.DD 14|FJ827886.1.1488 0.000621 1465 0.000617
Su13.BD.MLB.DD 312|HM856579.1.1446 0.000619 1413 0.000638
Su13.BD.MLB.DD 124|GU305764.1.1479 0.000603 1478 0.000594
Su13.BD.MLB.DD 539|EU801301.1.1480 0.000579 1464 0.000576
Su13.BD.MLB.DD 470|HM856560.1.1435 0.000541 1434 0.000549
Su13.BD.MLB.DD 311|JN656787.1.1478 0.000537 1440 0.000543
Su13.BD.MLB.DD 898|GQ340347.1.1370 0.000521 1370 0.000554
Su13.BD.MLB.DD 762|GQ340302.1.1370 0.000455 1338 0.000495
Su13.BD.MLB.DD 644|HM129033.1.1447 0.000436 1444 0.000440
Su13.BD.MLB.DD 32|JF830147.1.1480 0.000430 1480 0.000423
Su13.BD.MLB.DD 26|JN626813.1.1334 0.000396 1333 0.000433
Su13.BD.MLB.DD 759|GU305720.1.1480 0.000386 1480 0.000380
Su13.BD.MLB.DD 43|HM856502.1.1441 0.000378 1434 0.000384
Su13.BD.MLB.DD 463|HM856475.1.1434 0.000370 1434 0.000376
Su13.BD.MLB.DD 40|AY752123.1.1421 0.000336 1399 0.000350
Su13.BD.MLB.DD 642|GQ340248.1.1361 0.000284 1345 0.000307
Su13.BD.MLB.DD 286|FN668268.1.1474 0.000270 1389 0.000283
Su13.BD.MLB.DD 279|FN668279.1.1481 0.000251 1477 0.000247
Su13.BD.MLB.DD 348|GU305713.1.1448 0.000241 1448 0.000242
Su13.BD.MLB.DD 54|KF384237.1.1223 0.000225 1190 0.000275
Su13.BD.MLB.DD 962|HM856385.1.1431 0.000214 1430 0.000218
Su13.BD.MLB.DD 105|EU801380.1.1263 0.000205 1243 0.000240
Su13.BD.MLB.DD 384|GU305784.1.1481 0.000170 1478 0.000167
Su13.BD.MLB.DD 171|AY752087.1.1375 0.000145 1299 0.000163
Su13.BD.MLB.DD 264|JX406244.1.1474 0.000103 1473 0.000102
Su13.BD.MLB.DD 1161|EU800501.1.1253 0.000067 1198 0.000081
Su13.BD.MLB.DD 354|FN668219.1.1499 0.000020 1423 0.000020
Su13.BD.MLB.DD 35|KF384242.1.1228 0.000006 1228 0.000007
Su13.BD.MLB.DD 313|FJ827865.1.1489 0.000006 1488 0.000006
Su13.BD.MLB.DD 157|FJ612257.1.1429 0.000002 1428 0.000002
Su13.BD.MLB.SD.C 80|EU801147.1.1480 0.053490 1400 0.056844
Su13.BD.MLB.SD.C 273|HQ219456.1.2255 0.052076 2247 0.034481
Su13.BD.MLB.SD.C 15|EU117805.1.1508 0.038401 1506 0.037936
Su13.BD.MLB.SD.C 69|HE600664.2.1467 0.034590 1466 0.035104
Su13.BD.MLB.SD.C 128|FJ612436.1.1451 0.034511 1440 0.035656
Su13.BD.MLB.SD.C 48|KF596515.1.1440 0.027275 1254 0.032360
Su13.BD.MLB.SD.C 25|FN668268.1.1474 0.022638 1468 0.022943
Su13.BD.MLB.SD.C 100|GU305742.1.1480 0.021334 1471 0.021577
Su13.BD.MLB.SD.C 68|JN941783.1.1447 0.019442 1420 0.020370
Su13.BD.MLB.SD.C 531|JQ906009.1.1397 0.018629 1392 0.019911
Su13.BD.MLB.SD.C 21|GU305845.1.1493 0.018052 1490 0.018025
Su13.BD.MLB.SD.C 175|GU305721.1.1496 0.017671 1407 0.018686
Su13.BD.MLB.SD.C 689|EU801266.1.1487 0.017521 1483 0.017578
Su13.BD.MLB.SD.C 382|EU803972.1.1450 0.017123 1448 0.017593
Su13.BD.MLB.SD.C 736|JN868732.1.1532 0.017036 1530 0.016566
Su13.BD.MLB.SD.C 650|JX406245.1.1480 0.016898 1477 0.017021
Su13.BD.MLB.SD.C 253|GU305804.1.1450 0.016516 1449 0.016958
Su13.BD.MLB.SD.C 236|GU290067.1.1738 0.015459 1727 0.013318
Su13.BD.MLB.SD.C 353|HM128717.1.1432 0.015129 1357 0.016587
Su13.BD.MLB.SD.C 243|JF830147.1.1480 0.015090 1480 0.015169
Su13.BD.MLB.SD.C 233|EU800860.1.1489 0.014739 1416 0.015486
Su13.BD.MLB.SD.C 47|HQ860526.1.1449 0.014594 1437 0.015110
Su13.BD.MLB.SD.C 142|FN668188.1.1485 0.013655 1478 0.013745
Su13.BD.MLB.SD.C 339|EU703387.1.1470 0.013323 1444 0.013727
Su13.BD.MLB.SD.C 349|JN868983.1.1477 0.013108 1452 0.013431
Su13.BD.MLB.SD.C 2|EU800835.1.1493 0.012812 1275 0.014950
Su13.BD.MLB.SD.C 24|AB622337.1.1636 0.012683 1599 0.011801
Su13.BD.MLB.SD.C 1017|EU801906.1.1470 0.012502 1442 0.012899
Su13.BD.MLB.SD.C 53|FJ612377.1.1496 0.012473 1484 0.012505
Su13.BD.MLB.SD.C 91|KJ925178.1.1666 0.012314 1641 0.011164
Su13.BD.MLB.SD.C 367|HQ219463.1.2978 0.012303 2942 0.006222
Su13.BD.MLB.SD.C 176|EU703454.1.1487 0.012277 1480 0.012342
Su13.BD.MLB.SD.C 716|GU305764.1.1479 0.012047 1476 0.012143
Su13.BD.MLB.SD.C 194|FJ612284.1.1435 0.011600 1393 0.012389
Su13.BD.MLB.SD.C 116|FN690044.1.1666 0.011586 1657 0.010403
Su13.BD.MLB.SD.C 312|FJ612399.1.1494 0.011565 1484 0.011594
Su13.BD.MLB.SD.C 84|FN668148.1.1473 0.011548 1295 0.013267
Su13.BD.MLB.SD.C 239|EF527078.1.1320 0.011493 1307 0.013083
Su13.BD.MLB.SD.C 249|EU801295.1.1429 0.010450 1424 0.010918
Su13.BD.MLB.SD.C 132|EU803670.1.1491 0.010209 1454 0.010446
Su13.BD.MLB.SD.C 43|KC253359.1.1479 0.010056 1463 0.010226
Su13.BD.MLB.SD.C 337|KJ925334.1.1679 0.009419 1615 0.008677
Su13.BD.MLB.SD.C 102|GU305803.1.1484 0.009136 1417 0.009592
Su13.BD.MLB.SD.C 201|HQ219460.1.2232 0.008556 2199 0.005789
Su13.BD.MLB.SD.C 1040|FJ916097.1.1512 0.008471 1504 0.008380
Su13.BD.MLB.SD.C 259|JQ994351.1.1479 0.008283 1424 0.008654
Su13.BD.MLB.SD.C 180|GU290077.1.1764 0.008242 1764 0.006951
Su13.BD.MLB.SD.C 18|GQ340170.1.1359 0.007471 1341 0.008289
Su13.BD.MLB.SD.C 629|GU305770.1.1482 0.007423 1478 0.007472
Su13.BD.MLB.SD.C 85|GU305788.1.1476 0.007281 1428 0.007586
Su13.BD.MLB.SD.C 394|JQ941772.1.1397 0.007222 1357 0.007918
Su13.BD.MLB.SD.C 1160|EU801138.1.1451 0.007088 1449 0.007278
Su13.BD.MLB.SD.C 989|HM856568.1.1440 0.006982 1355 0.007666
Su13.BD.MLB.SD.C 451|GU305739.1.1450 0.006645 1445 0.006842
Su13.BD.MLB.SD.C 30|JQIO01000292.890395.892182 0.006632 1699 0.005808
Su13.BD.MLB.SD.C 52|GU305726.1.1441 0.006326 1439 0.006540
Su13.BD.MLB.SD.C 429|AF029764.1.1641 0.006218 1614 0.005732
Su13.BD.MLB.SD.C 930|EU801985.1.1479 0.005792 1475 0.005842
Su13.BD.MLB.SD.C 234|EU801225.1.1483 0.005742 1393 0.006133
Su13.BD.MLB.SD.C 255|JF830233.1.1460 0.005639 1417 0.005921
Su13.BD.MLB.SD.C 263|KC315821.1.1645 0.005333 1634 0.004856
Su13.BD.MLB.SD.C 169|HM128623.1.1440 0.005217 1431 0.005424
Su13.BD.MLB.SD.C 104|FJ612238.1.1442 0.004792 1442 0.004944
Su13.BD.MLB.SD.C 867|EU800363.1.1479 0.004714 1477 0.004748
Su13.BD.MLB.SD.C 338|FJ820442.1.1469 0.004594 1433 0.004770
Su13.BD.MLB.SD.C 39|EU802061.1.1487 0.004512 1478 0.004542
Su13.BD.MLB.SD.C 536|GU068021.1.1740 0.004500 1689 0.003964
Su13.BD.MLB.SD.C 554|FN668099.1.1485 0.004459 1480 0.004482
Su13.BD.MLB.SD.C 323|EU104111.1.1497 0.004337 1455 0.004435
Su13.BD.MLB.SD.C 461|DQ487198.1.1674 0.004327 1584 0.004064
Su13.BD.MLB.SD.C 50|GQ340114.1.1386 0.004137 1350 0.004559
Su13.BD.MLB.SD.C 154|HM128588.1.1439 0.004100 1406 0.004338
Su13.BD.MLB.SD.C 67|FJ745191.1.1322 0.003961 1169 0.005041
Su13.BD.MLB.SD.C 28|KC315839.1.1644 0.003697 1644 0.003346
Su13.BD.MLB.SD.C 947|KJ925254.1.1590 0.003494 1481 0.003510
Su13.BD.MLB.SD.C 159|AY919710.1.1717 0.003293 1683 0.002911
Su13.BD.MLB.SD.C 457|FJ916094.1.1516 0.003167 1516 0.003108
Su13.BD.MLB.SD.C 366|AF418943.1.1444 0.003131 1283 0.003631
Su13.BD.MLB.SD.C 327|KJ201907.67259.68729 0.002943 1399 0.003130
Su13.BD.MLB.SD.C 8|GQ340107.1.1394 0.002873 1297 0.003296
Su13.BD.MLB.SD.C 131|FJ612357.1.1459 0.002583 1441 0.002667
Su13.BD.MLB.SD.C 1220|AJ575538.1.1481 0.002402 1478 0.002418
Su13.BD.MLB.SD.C 1008|FN668212.1.1505 0.002335 1012 0.003433
Su13.BD.MLB.SD.C 918|JN656748.1.1486 0.002335 1420 0.002446
Su13.BD.MLB.SD.C 380|FN668105.1.1474 0.002175 1466 0.002207
Su13.BD.MLB.SD.C 340|EU803555.1.1500 0.002068 1460 0.002107
Su13.BD.MLB.SD.C 188|FJ916090.1.1522 0.002044 1519 0.002002
Su13.BD.MLB.SD.C 330|EU800799.1.1416 0.001928 1336 0.002147
Su13.BD.MLB.SD.C 1018|JN032909.1.1407 0.001917 1383 0.002062
Su13.BD.MLB.SD.C 856|GQ330632.1.1396 0.001808 1335 0.002015
Su13.BD.MLB.SD.C 301|JN547303.1.1573 0.001802 1438 0.001864
Su13.BD.MLB.SD.C 952|HM856502.1.1441 0.001584 1391 0.001694
Su13.BD.MLB.SD.C 705|EU703171.1.1433 0.001535 1268 0.001801
Su13.BD.MLB.SD.C 864|FJ612257.1.1429 0.001514 1420 0.001586
Su13.BD.MLB.SD.C 786|GU305821.1.1234 0.001468 1020 0.002141
Su13.BD.MLB.SD.C 401|JPFM01000209.2091.3300 0.001468 1186 0.001842
Su13.BD.MLB.SD.C 722|EU803667.1.1484 0.001408 1453 0.001442
Su13.BD.MLB.SD.C 801|EU800127.1.1356 0.000830 1342 0.000920
Su13.BD.MLB.SD.C 105|GQ340251.1.1351 0.000430 1275 0.000502
Su13.BD.MM110.DCMD 8|FJ382022.1.1346 0.056653 1342 0.060726
Su13.BD.MM110.DCMD 33|FJ502260.1.1488 0.048699 1420 0.049333
Su13.BD.MM110.DCMD 26|AB753961.1.1451 0.046030 1451 0.045633
Su13.BD.MM110.DCMD 17|EU801266.1.1487 0.044349 1485 0.042960
Su13.BD.MM110.DCMD 54|GU305778.1.1502 0.035870 1404 0.036751
Su13.BD.MM110.DCMD 71|JN868757.1.1504 0.031585 1501 0.030269
Su13.BD.MM110.DCMD 378|FN668226.1.1475 0.030992 1471 0.030307
Su13.BD.MM110.DCMD 18|HM856485.1.1437 0.029428 1428 0.029644
Su13.BD.MM110.DCMD 47|EU703387.1.1470 0.029371 1459 0.028958
Su13.BD.MM110.DCMD 279|EU803419.1.1450 0.027405 1447 0.027244
Su13.BD.MM110.DCMD 57|GU305745.1.1479 0.026432 1467 0.025918
Su13.BD.MM110.DCMD 11|HM856519.1.1451 0.022415 1442 0.022360
Su13.BD.MM110.DCMD 289|HM128747.1.1413 0.022079 1408 0.022557
Su13.BD.MM110.DCMD 20|EU234298.1.1510 0.021633 1495 0.020815
Su13.BD.MM110.DCMD 138|HM856442.1.1457 0.021500 1456 0.021241
Su13.BD.MM110.DCMD 50|FN668103.1.1487 0.021417 1485 0.020746
Su13.BD.MM110.DCMD 568|HM856450.1.1435 0.021140 1434 0.021206
Su13.BD.MM110.DCMD 201|HM129400.1.1417 0.017666 1379 0.018428
Su13.BD.MM110.DCMD 186|JN035169.1.1231 0.017283 1228 0.020245
Su13.BD.MM110.DCMD 44|KJ201907.67259.68729 0.016609 1454 0.016432
Su13.BD.MM110.DCMD 519|EU703203.1.1491 0.016333 1477 0.015907
Su13.BD.MM110.DCMD 24|GQ340110.1.1425 0.015951 1415 0.016216
Su13.BD.MM110.DCMD 477|AJ440981.1.1455 0.015552 1454 0.015386
Su13.BD.MM110.DCMD 153|EU703454.1.1487 0.014134 1464 0.013888
Su13.BD.MM110.DCMD 226|GU305780.1.1493 0.013623 1485 0.013196
Su13.BD.MM110.DCMD 46|HM856381.1.1450 0.013297 1439 0.013292
Su13.BD.MM110.DCMD 82|EU703390.1.1491 0.012868 1391 0.013307
Su13.BD.MM110.DCMD 51|EU801906.1.1470 0.012631 1465 0.012402
Su13.BD.MM110.DCMD 277|GU305784.1.1481 0.012188 1477 0.011870
Su13.BD.MM110.DCMD 216|JN868983.1.1477 0.011593 1475 0.011306
Su13.BD.MM110.DCMD 418|AY947917.1.1436 0.011292 1436 0.011311
Su13.BD.MM110.DCMD 160|JQ994349.1.1473 0.011270 1472 0.011013
Su13.BD.MM110.DCMD 94|FJ916097.1.1512 0.010695 1498 0.010270
Su13.BD.MM110.DCMD 401|EU801272.1.1479 0.009449 1411 0.009633
Su13.BD.MM110.DCMD 92|HM856560.1.1435 0.009200 1432 0.009242
Su13.BD.MM110.DCMD 93|GU305786.1.1496 0.008760 1494 0.008434
Su13.BD.MM110.DCMD 396|GU305764.1.1479 0.008479 1472 0.008286
Su13.BD.MM110.DCMD 43|JN656823.1.1488 0.008420 1472 0.008228
Su13.BD.MM110.DCMD 167|FJ800526.1.1495 0.008283 1456 0.008183
Su13.BD.MM110.DCMD 141|FJ800537.1.1470 0.007806 1469 0.007644
Su13.BD.MM110.DCMD 231|HM129944.1.1449 0.007696 1356 0.008164
Su13.BD.MM110.DCMD 204|KF271092.1.1404 0.007648 1389 0.007920
Su13.BD.MM110.DCMD 59|EU801389.1.1485 0.007471 1272 0.008449
Su13.BD.MM110.DCMD 655|HM628673.1.1575 0.006359 1552 0.005894
Su13.BD.MM110.DCMD 222|HQ191416.1.2482 0.006350 2481 0.003682
Su13.BD.MM110.DCMD 163|FJ827860.1.1495 0.006069 1487 0.005871
Su13.BD.MM110.DCMD 23|KF650385.1.1482 0.005735 1459 0.005654
Su13.BD.MM110.DCMD 159|EU803628.1.1486 0.005556 1485 0.005382
Su13.BD.MM110.DCMD 781|EU803972.1.1450 0.005280 1447 0.005249
Su13.BD.MM110.DCMD 9|AY050607.1.1501 0.005201 1483 0.005045
Su13.BD.MM110.DCMD 253|FR874399.1.1765 0.005116 1758 0.004186
Su13.BD.MM110.DCMD 28|FR774608.1.1373 0.005067 1312 0.005555
Su13.BD.MM110.DCMD 210|HM856502.1.1441 0.004994 1409 0.005098
Su13.BD.MM110.DCMD 131|GU305838.1.1486 0.004950 1473 0.004834
Su13.BD.MM110.DCMD 12|DQ316368.1.1499 0.004928 1427 0.004968
Su13.BD.MM110.DCMD 429|FJ744961.1.1302 0.004851 1274 0.005477
Su13.BD.MM110.DCMD 457|JF730872.1.1702 0.004675 1641 0.004098
Su13.BD.MM110.DCMD 223|FQ658568.1.1343 0.004322 1293 0.004808
Su13.BD.MM110.DCMD 527|FN668279.1.1481 0.004256 1473 0.004156
Su13.BD.MM110.DCMD 662|AF316731.1.1520 0.004234 1319 0.004618
Su13.BD.MM110.DCMD 127|FN668272.1.1326 0.004060 1323 0.004414
Su13.BD.MM110.DCMD 187|EU801138.1.1451 0.003943 1441 0.003936
Su13.BD.MM110.DCMD 478|JX448591.1.1333 0.003912 1304 0.004315
Su13.BD.MM110.DCMD 272|HM446087.1.1415 0.003793 1385 0.003939
Su13.BD.MM110.DCMD 633|JN868993.1.1545 0.003792 1532 0.003561
Su13.BD.MM110.DCMD 83|HM856414.1.1443 0.003775 1440 0.003771
Su13.BD.MM110.DCMD 690|FN668203.1.1499 0.003720 1454 0.003680
Su13.BD.MM110.DCMD 196|HM856404.1.1433 0.003594 1418 0.003646
Su13.BD.MM110.DCMD 336|JN868815.1.1525 0.003352 1406 0.003429
Su13.BD.MM110.DCMD 121|HM856480.1.1443 0.003107 1379 0.003241
Su13.BD.MM110.DCMD 474|JQIO01000292.890395.892182 0.003080 1485 0.002984
Su13.BD.MM110.DCMD 792|AF316759.1.1492 0.002999 1482 0.002911
Su13.BD.MM110.DCMD 456|HM856385.1.1431 0.002888 1429 0.002907
Su13.BD.MM110.DCMD 1033|AB930824.1.1437 0.002804 1423 0.002835
Su13.BD.MM110.DCMD 1110|FN668122.1.1350 0.002499 1342 0.002679
Su13.BD.MM110.DCMD 180|HM856448.1.1440 0.002164 1438 0.002165
Su13.BD.MM110.DCMD 821|FN668075.1.1481 0.002162 1478 0.002104
Su13.BD.MM110.DCMD 570|EU703222.1.1393 0.002113 1385 0.002195
Su13.BD.MM110.DCMD 449|EU801295.1.1429 0.001667 1421 0.001688
Su13.BD.MM110.DCMD 125|FJ800553.1.1438 0.001570 1272 0.001775
Su13.BD.MM110.DCMD 446|FN668100.1.1489 0.001388 1484 0.001345
Su13.BD.MM110.DCMD 413|HM856473.1.1443 0.001375 1410 0.001403
Su13.BD.MM110.DCMD 87|HM856482.1.1436 0.001179 1426 0.001189
Su13.BD.MM110.DCMD 213|GU305835.1.1474 0.001158 1461 0.001140
Su13.BD.MM110.DCMD 832|FN668111.1.1480 0.001015 1468 0.000995
Su13.BD.MM110.DCMD 665|EU800500.1.1497 0.000633 1238 0.000736
Su13.BD.MM110.DCMD 419|HM856569.1.1447 0.000514 1409 0.000525
Su13.BD.MM110.DCMD 588|FN668105.1.1474 0.000411 1473 0.000401
Su13.BD.MM110.DCMD 133|GU305706.1.1485 0.000199 1477 0.000194
Su13.BD.MM110.SD 18|AB731631.1.2765 0.230218 834 0.337869
Su13.BD.MM110.SD 54|JN626652.1.1352 0.039388 1344 0.035871
Su13.BD.MM110.SD 4|EU803419.1.1450 0.039009 1446 0.033020
Su13.BD.MM110.SD 87|HM856450.1.1435 0.036718 1416 0.031739
Su13.BD.MM110.SD 55|AY948053.1.1393 0.036603 1379 0.032488
Su13.BD.MM110.SD 24|GU305773.1.1492 0.026741 1480 0.022115
Su13.BD.MM110.SD 160|AB753877.1.1434 0.025342 1415 0.021921
Su13.BD.MM110.SD 93|KJ201907.67259.68729 0.024988 1454 0.021035
Su13.BD.MM110.SD 744|FJ382022.1.1346 0.024247 1327 0.022365
Su13.BD.MM110.SD 21|EU801153.1.1477 0.023073 1400 0.020172
Su13.BD.MM110.SD 40|FJ612295.1.1494 0.021848 1487 0.017984
Su13.BD.MM110.SD 7|JN869215.1.1528 0.021447 1401 0.018737
Su13.BD.MM110.SD 194|EU800118.1.1445 0.020590 1430 0.017624
Su13.BD.MM110.SD 197|KF650383.1.1485 0.020411 1484 0.016835
Su13.BD.MM110.SD 333|HE574343.1.1333 0.019792 1300 0.018635
Su13.BD.MM110.SD 177|EU801266.1.1487 0.019274 1470 0.016048
Su13.BD.MM110.SD 94|HM856485.1.1437 0.017613 1434 0.015033
Su13.BD.MM110.SD 131|JF730872.1.1702 0.017433 1674 0.012747
Su13.BD.MM110.SD 112|EU803246.1.1420 0.017048 1420 0.014695
Su13.BD.MM110.SD 317|AQZL01000003.2328.3750 0.016789 1421 0.014461
Su13.BD.MM110.SD 272|AJ575700.1.1483 0.015361 1477 0.012730
Su13.BD.MM110.SD 324|GU305764.1.1479 0.014303 1459 0.011999
Su13.BD.MM110.SD 172|EF165102.1.1717 0.012685 1713 0.009064
Su13.BD.MM110.SD 209|AJ575532.1.1471 0.012617 1426 0.010830
Su13.BD.MM110.SD 127|EU800835.1.1493 0.011514 1019 0.013830
Su13.BD.MM110.SD 624|JF417815.1.1519 0.011165 1486 0.009196
Su13.BD.MM110.SD 113|JN626854.1.1296 0.010642 1289 0.010105
Su13.BD.MM110.SD 402|HE574393.1.1371 0.009959 1361 0.008956
Su13.BD.MM110.SD 420|AY919777.1.1720 0.009939 1717 0.007085
Su13.BD.MM110.SD 376|FJ800553.1.1438 0.009861 1258 0.009594
Su13.BD.MM110.SD 72|JF730802.1.1686 0.009848 1616 0.007459
Su13.BD.MM110.SD 578|EU919859.1.1444 0.009704 1379 0.008613
Su13.BD.MM110.SD 178|JQIO01000292.890395.892182 0.009597 1476 0.007958
Su13.BD.MM110.SD 111|EU800486.1.1500 0.008995 1471 0.007485
Su13.BD.MM110.SD 151|EU703387.1.1470 0.008717 1370 0.007788
Su13.BD.MM110.SD 144|GU305760.1.1474 0.008717 1225 0.008710
Su13.BD.MM110.SD 297|JQ994349.1.1473 0.008678 1470 0.007226
Su13.BD.MM110.SD 294|GU067879.1.1774 0.008573 1705 0.006154
Su13.BD.MM110.SD 237|HQ860526.1.1449 0.006657 1425 0.005718
Su13.BD.MM110.SD 789|FJ827865.1.1489 0.006542 1471 0.005443
Su13.BD.MM110.SD 352|JF730830.1.1676 0.006482 1614 0.004916
Su13.BD.MM110.SD 314|KC189662.1.1450 0.006102 1406 0.005312
Su13.BD.MM110.SD 92|GU067973.1.1763 0.005908 1696 0.004264
Su13.BD.MM110.SD 307|JF730838.1.1697 0.005749 1612 0.004365
Su13.BD.MM110.SD 473|EU801138.1.1451 0.005461 1445 0.004626
Su13.BD.MM110.SD 296|DQ244026.1.1754 0.005133 1680 0.003740
Su13.BD.MM110.SD 182|KF650385.1.1482 0.005036 1454 0.004239
Su13.BD.MM110.SD 547|GQ340110.1.1425 0.004843 1414 0.004192
Su13.BD.MM110.SD 253|AB971232.1.1255 0.004631 1182 0.004795
Su13.BD.MM110.SD 126|GU290067.1.1738 0.004455 1385 0.003937
Su13.BD.MM110.SD 566|HM856502.1.1441 0.004326 1395 0.003796
Su13.BD.MM110.SD 88|HM856533.1.1444 0.004272 1405 0.003722
Su13.BD.MM110.SD 487|FJ800526.1.1495 0.003917 1397 0.003432
Su13.BD.MM110.SD 342|AACY020469740.331.1809 0.003777 1426 0.003242
Su13.BD.MM110.SD 25|FN668203.1.1499 0.003696 1481 0.003055
Su13.BD.MM110.SD 319|AY509377.1.1407 0.003226 1314 0.003005
Su13.BD.MM110.SD 426|DQ787722.1.1519 0.002883 1466 0.002407
Su13.BD.MM110.SD 153|HM856519.1.1451 0.002842 1414 0.002460
Su13.BD.MM110.SD 198|FJ800536.1.1472 0.002801 1443 0.002376
Su13.BD.MM110.SD 148|KF596604.1.1437 0.002712 1242 0.002673
Su13.BD.MM110.SD 689|FN668064.1.1432 0.002512 1394 0.002206
Su13.BD.MM110.SD 218|HM856480.1.1443 0.002466 1385 0.002179
Su13.BD.MM110.SD 454|AB753924.1.1433 0.002131 1327 0.001966
Su13.BD.MM110.SD 409|HM856448.1.1440 0.001990 1382 0.001762
Su13.BD.MM110.SN.C 0|HM856450.1.1435 0.078332 1432 0.078737
Su13.BD.MM110.SN.C 62|FJ612248.1.1473 0.054099 1469 0.053009
Su13.BD.MM110.SN.C 53|JQ906014.1.1393 0.049017 1393 0.050650
Su13.BD.MM110.SN.C 11|GU305773.1.1492 0.047432 1491 0.045791
Su13.BD.MM110.SN.C 70|EU803732.1.1421 0.040589 1403 0.041642
Su13.BD.MM110.SN.C 530|HM856497.1.1453 0.040159 1450 0.039866
Su13.BD.MM110.SN.C 84|EU803972.1.1450 0.039803 1449 0.039540
Su13.BD.MM110.SN.C 7|HM856485.1.1437 0.037267 1435 0.037382
Su13.BD.MM110.SN.C 99|GU305764.1.1479 0.035687 1478 0.034755
Su13.BD.MM110.SN.C 85|FJ612295.1.1494 0.032584 1485 0.031584
Su13.BD.MM110.SN.C 51|AB753877.1.1434 0.030844 1428 0.031090
Su13.BD.MM110.SN.C 45|FJ382022.1.1346 0.030492 1337 0.032828
Su13.BD.MM110.SN.C 263|EU800853.1.1500 0.027134 1500 0.026038
Su13.BD.MM110.SN.C 211|HM856533.1.1444 0.026348 1424 0.026633
Su13.BD.MM110.SN.C 158|EU117805.1.1508 0.023919 1506 0.022861
Su13.BD.MM110.SN.C 287|AY948053.1.1393 0.023511 1374 0.024630
Su13.BD.MM110.SN.C 80|KJ201907.67259.68729 0.023026 1457 0.022748
Su13.BD.MM110.SN.C 121|JF730872.1.1702 0.021873 1663 0.018932
Su13.BD.MM110.SN.C 240|EU801266.1.1487 0.018451 1481 0.017933
Su13.BD.MM110.SN.C 37|EU800486.1.1500 0.017616 1499 0.016916
Su13.BD.MM110.SN.C 858|KF650383.1.1485 0.016854 1482 0.016370
Su13.BD.MM110.SN.C 229|HE574343.1.1333 0.016198 1330 0.017531
Su13.BD.MM110.SN.C 328|JQ994349.1.1473 0.015989 1473 0.015624
Su13.BD.MM110.SN.C 104|AJ697708.1.1507 0.013155 1477 0.012820
Su13.BD.MM110.SN.C 497|FJ800553.1.1438 0.012450 1420 0.012620
Su13.BD.MM110.SN.C 574|FN668279.1.1481 0.012019 1481 0.011681
Su13.BD.MM110.SN.C 126|EU803463.1.1270 0.011793 1270 0.013366
Su13.BD.MM110.SN.C 83|AY919777.1.1720 0.009867 1677 0.008469
Su13.BD.MM110.SN.C 210|HE574393.1.1371 0.009794 1370 0.010290
Su13.BD.MM110.SN.C 59|FN668203.1.1499 0.009652 1489 0.009331
Su13.BD.MM110.SN.C 97|HM856521.1.1435 0.009435 1432 0.009484
Su13.BD.MM110.SN.C 142|JF417815.1.1519 0.009422 1292 0.010497
Su13.BD.MM110.SN.C 225|JN626854.1.1296 0.008866 1288 0.009908
Su13.BD.MM110.SN.C 173|EU800835.1.1493 0.008727 1283 0.009791
Su13.BD.MM110.SN.C 305|HM856385.1.1431 0.008232 1431 0.008280
Su13.BD.MM110.SN.C 2695|AY948053.1.1393_m33 0.007874 1374 0.008249
Su13.BD.MM110.SN.C 15|FJ827865.1.1489 0.006932 1487 0.006710
Su13.BD.MM110.SN.C 114|JF730802.1.1686 0.006854 1624 0.006075
Su13.BD.MM110.SN.C 257|EF165102.1.1717 0.006660 1667 0.005751
Su13.BD.MM110.SN.C 801|JN035168.1.1231 0.006567 1156 0.008177
Su13.BD.MM110.SN.C 306|HQ860526.1.1449 0.006360 1411 0.006488
Su13.BD.MM110.SN.C 426|JF730830.1.1676 0.006079 1563 0.005598
Su13.BD.MM110.SN.C 116|JQIO01000292.890395.892182 0.006034 1489 0.005833
